38.568292953290744, -121.5105291721486
38.56651726154158, -121.50425183857261
38.56512061921866, -121.49896969201308
38.56376385495776, -121.49399375682793
38.56240706508185, -121.48871161025495
38.56124978287544, -121.48445016830807
38.55947391705946, -121.47804524661333
38.559513824622826, -121.47401346321949
38.56230730004516, -121.47184446583601
38.568332855945876, -121.4693182218099
38.572861666358605, -121.46732784773168
38.57994359489931, -121.46424021615097
38.58211790605926, -121.46298985295985
38.58309532731504, -121.4654905793522
38.58415252304855, -121.47118100778225
38.58532938296801, -121.47585073153687
38.586845309731174, -121.48143908953323
38.5884210417657, -121.48738469413985
38.588680336144265, -121.4894261034657
38.58790245023768, -121.49445307388984
38.58710460978092, -121.49631585991425
38.586067403957024, -121.50134283029954
38.585887886044354, -121.50527254322182
38.584411832855345, -121.50636980071609
38.582915801982, -121.5069822235191
38.5805819316592, -121.50772223439698
38.576033658778734, -121.50994226700709
38.5725225142866, -121.51149884160982
38.57034791260802, -121.51193264108701
38.56869197913512, -121.51183057062559
38.5679338281776, -121.50935536186009
